tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2014-891,Chennai,Hard,28,A,20131230,5,104229,,,Yen Hsun Lu,R,180.0,TPE,30.379192334,105065,,,Tim Smyczek,R,175.0,USA,26.0013689254,6-4 6-2,3,R32,73.0,0.0,3.0,51.0,31.0,22.0,8.0,9.0,2.0,5.0,0.0,1.0,61.0,44.0,23.0,4.0,9.0,4.0,10.0,65.0,730.0,89.0,600.0
2014-891,Chennai,Hard,28,A,20131230,6,105577,5.0,,Vasek Pospisil,R,193.0,CAN,23.5208761123,106378,,WC,Kyle Edmund,R,188.0,GBR,18.9760438056,6-3 7-5,3,R32,81.0,4.0,3.0,63.0,40.0,32.0,15.0,11.0,4.0,4.0,3.0,2.0,61.0,47.0,34.0,4.0,10.0,4.0,6.0,32.0,1219.0,376.0,110.0
2014-891,Chennai,Hard,28,A,20131230,7,104719,6.0,,Marcel Granollers,R,190.0,ESP,27.7180013689,105430,,Q,Radu Albot,R,175.0,MDA,24.1341546886,6-4 3-6 6-0,3,R32,140.0,1.0,2.0,69.0,36.0,28.0,17.0,12.0,0.0,2.0,2.0,4.0,105.0,56.0,30.0,26.0,13.0,14.0,19.0,38.0,1110.0,169.0,311.0
2014-891,Chennai,Hard,28,A,20131230,8,106368,,Q,Ramkumar Ramanathan,R,188.0,IND,19.1430527036,104500,,,Somdev Devvarman,R,180.0,IND,28.8761122519,4-6 6-3 6-4,3,R32,142.0,6.0,8.0,114.0,59.0,41.0,26.0,15.0,5.0,8.0,2.0,1.0,88.0,57.0,37.0,15.0,14.0,5.0,9.0,526.0,65.0,90.0,599.0
2014-891,Chennai,Hard,28,A,20131230,9,104198,,,Guillermo Garcia Lopez,R,188.0,ESP,30.5735797399,104873,,,Aleksandr Nedovyesov,R,193.0,KAZ,26.8720054757,7-5 6-0,3,R32,71.0,3.0,2.0,47.0,26.0,20.0,16.0,9.0,0.0,0.0,1.0,5.0,59.0,32.0,19.0,12.0,9.0,5.0,9.0,62.0,768.0,93.0,586.0
2014-891,Chennai,Hard,28,A,20131230,10,104273,7.0,,Edouard Roger Vasselin,R,188.0,FRA,30.0889801506,105077,,,Albert Ramos,L,188.0,ESP,25.9520876112,6-1 6-3,3,R32,71.0,2.0,2.0,53.0,37.0,23.0,11.0,8.0,2.0,3.0,1.0,5.0,55.0,30.0,18.0,6.0,8.0,5.0,10.0,52.0,908.0,83.0,617.0
2014-891,Chennai,Hard,28,A,20131230,11,106210,,,Jiri Vesely,L,198.0,CZE,20.4736481862,105233,,WC,Jeevan Nedunchezhiyan,L,,IND,25.1937029432,7-5 6-2,3,R32,83.0,5.0,6.0,57.0,32.0,24.0,14.0,10.0,2.0,4.0,0.0,3.0,58.0,35.0,16.0,13.0,10.0,1.0,6.0,85.0,616.0,314.0,141.0
2014-891,Chennai,Hard,28,A,20131230,12,104534,,,Dudi Sela,R,175.0,ISR,28.7392197125,105041,,,Lukas Lacko,R,185.0,SVK,26.1574264203,6-4 6-2,3,R32,87.0,2.0,1.0,67.0,42.0,29.0,14.0,9.0,5.0,6.0,4.0,6.0,77.0,46.0,26.0,15.0,9.0,6.0,10.0,73.0,681.0,81.0,625.0
2014-891,Chennai,Hard,28,A,20131230,13,104527,1.0,,Stan Wawrinka,R,183.0,SUI,28.758384668,103794,,,Benjamin Becker,R,178.0,GER,32.5393566051,6-3 6-1,3,R16,55.0,4.0,3.0,46.0,29.0,25.0,10.0,8.0,4.0,4.0,2.0,3.0,51.0,26.0,14.0,11.0,8.0,4.0,8.0,8.0,3730.0,79.0,637.0
2014-891,Chennai,Hard,28,A,20131230,14,105379,,,Aljaz Bedene,R,181.0,SLO,24.4517453799,104628,,Q,Alexander Kudryavtsev,R,183.0,RUS,28.1779603012,1-6 3-0 RET,3,R16,43.0,4.0,1.0,25.0,16.0,11.0,5.0,5.0,0.0,2.0,1.0,0.0,32.0,20.0,14.0,7.0,5.0,0.0,1.0,95.0,573.0,270.0,170.0
2014-891,Chennai,Hard,28,A,20131230,15,106026,,WC,Yuki Bhambri,R,183.0,IND,21.4893908282,104926,3.0,,Fabio Fognini,R,178.0,ITA,26.6036960986,6-1 5-5 RET,3,R16,66.0,2.0,2.0,57.0,35.0,25.0,12.0,9.0,2.0,3.0,1.0,3.0,45.0,30.0,19.0,7.0,8.0,3.0,6.0,195.0,258.0,16.0,1930.0
2014-891,Chennai,Hard,28,A,20131230,16,105577,5.0,,Vasek Pospisil,R,193.0,CAN,23.5208761123,104229,,,Yen Hsun Lu,R,180.0,TPE,30.379192334, W/O,3,R16,,,,,,,,,,,,,,,,,,,,32.0,1219.0,65.0,730.0
2014-891,Chennai,Hard,28,A,20131230,17,104719,6.0,,Marcel Granollers,R,190.0,ESP,27.7180013689,106368,,Q,Ramkumar Ramanathan,R,188.0,IND,19.1430527036,6-2 6-4,3,R16,71.0,1.0,1.0,45.0,29.0,20.0,10.0,9.0,1.0,3.0,3.0,6.0,57.0,28.0,18.0,8.0,9.0,4.0,9.0,38.0,1110.0,526.0,65.0
2014-891,Chennai,Hard,28,A,20131230,18,105332,4.0,,Benoit Paire,R,196.0,FRA,24.6461327858,104198,,,Guillermo Garcia Lopez,R,188.0,ESP,30.5735797399,6-1 6-4,3,R16,78.0,5.0,8.0,75.0,31.0,23.0,22.0,9.0,11.0,12.0,1.0,3.0,50.0,29.0,18.0,8.0,8.0,2.0,6.0,26.0,1345.0,62.0,768.0
2014-891,Chennai,Hard,28,A,20131230,19,104273,7.0,,Edouard Roger Vasselin,R,188.0,FRA,30.0889801506,106210,,,Jiri Vesely,L,198.0,CZE,20.4736481862,6-4 6-4,3,R16,82.0,2.0,2.0,65.0,42.0,29.0,17.0,10.0,8.0,8.0,6.0,3.0,57.0,30.0,23.0,15.0,10.0,1.0,3.0,52.0,908.0,85.0,616.0
2014-891,Chennai,Hard,28,A,20131230,20,104534,,,Dudi Sela,R,175.0,ISR,28.7392197125,104022,2.0,,Mikhail Youzhny,R,183.0,RUS,31.5154004107,3-1 RET,3,R16,24.0,0.0,1.0,14.0,8.0,6.0,2.0,2.0,2.0,3.0,1.0,1.0,22.0,14.0,6.0,3.0,2.0,4.0,6.0,73.0,681.0,15.0,2145.0
2014-891,Chennai,Hard,28,A,20131230,21,104527,1.0,,Stan Wawrinka,R,183.0,SUI,28.758384668,105379,,,Aljaz Bedene,R,181.0,SLO,24.4517453799,6-2 6-1,3,QF,66.0,4.0,4.0,54.0,32.0,20.0,10.0,7.0,5.0,7.0,3.0,4.0,52.0,23.0,9.0,11.0,8.0,4.0,11.0,8.0,3730.0,95.0,573.0
2014-891,Chennai,Hard,28,A,20131230,22,105577,5.0,,Vasek Pospisil,R,193.0,CAN,23.5208761123,106026,,WC,Yuki Bhambri,R,183.0,IND,21.4893908282,6-3 6-3,3,QF,71.0,5.0,1.0,48.0,33.0,27.0,10.0,9.0,0.0,0.0,1.0,3.0,55.0,32.0,20.0,12.0,9.0,4.0,7.0,32.0,1219.0,195.0,258.0
2014-891,Chennai,Hard,28,A,20131230,23,104719,6.0,,Marcel Granollers,R,190.0,ESP,27.7180013689,105332,4.0,,Benoit Paire,R,196.0,FRA,24.6461327858,6-2 3-6 7-6(5),3,QF,133.0,0.0,3.0,97.0,75.0,49.0,8.0,14.0,6.0,11.0,4.0,3.0,91.0,39.0,30.0,21.0,15.0,4.0,10.0,38.0,1110.0,26.0,1345.0
2014-891,Chennai,Hard,28,A,20131230,24,104273,7.0,,Edouard Roger Vasselin,R,188.0,FRA,30.0889801506,104534,,,Dudi Sela,R,175.0,ISR,28.7392197125,7-5 6-7(6) 6-0,3,QF,126.0,3.0,4.0,114.0,71.0,50.0,20.0,15.0,8.0,10.0,1.0,3.0,83.0,51.0,32.0,16.0,15.0,2.0,8.0,52.0,908.0,73.0,681.0
2014-891,Chennai,Hard,28,A,20131230,25,104527,1.0,,Stan Wawrinka,R,183.0,SUI,28.758384668,105577,5.0,,Vasek Pospisil,R,193.0,CAN,23.5208761123,6-4 5-5 RET,3,SF,111.0,4.0,3.0,90.0,51.0,38.0,17.0,10.0,9.0,10.0,3.0,5.0,61.0,35.0,25.0,13.0,10.0,2.0,4.0,8.0,3730.0,32.0,1219.0
2014-891,Chennai,Hard,28,A,20131230,26,104273,7.0,,Edouard Roger Vasselin,R,188.0,FRA,30.0889801506,104719,6.0,,Marcel Granollers,R,190.0,ESP,27.7180013689,6-2 4-6 6-3,3,SF,122.0,3.0,0.0,78.0,55.0,38.0,13.0,14.0,3.0,6.0,4.0,3.0,85.0,40.0,26.0,21.0,13.0,11.0,16.0,52.0,908.0,38.0,1110.0
2014-891,Chennai,Hard,28,A,20131230,27,104527,1.0,,Stan Wawrinka,R,183.0,SUI,28.758384668,104273,7.0,,Edouard Roger Vasselin,R,188.0,FRA,30.0889801506,7-5 6-2,3,F,96.0,5.0,2.0,63.0,35.0,25.0,20.0,10.0,1.0,1.0,1.0,1.0,79.0,54.0,36.0,9.0,10.0,5.0,8.0,8.0,3730.0,52.0,908.0
2014-451,Doha,Hard,32,A,20131230,1,104745,1.0,,Rafael Nadal,L,185.0,ESP,27.575633128,104586,,,Lukas Rosol,R,196.0,CZE,28.4353182752,6-2 7-6(7),3,R32,104.0,3.0,3.0,76.0,52.0,35.0,14.0,10.0,4.0,5.0,3.0,2.0,84.0,48.0,27.0,19.0,10.0,3.0,6.0,1.0,13030.0,47.0,956.0
2014-451,Doha,Hard,32,A,20131230,2,104735,,,Tobias Kamke,R,180.0,GER,27.6112251882,104291,,WC,Malek Jaziri,R,185.0,TUN,29.9438740589,6-3 6-4,3,R32,71.0,2.0,2.0,60.0,40.0,28.0,13.0,10.0,5.0,6.0,0.0,5.0,46.0,25.0,22.0,6.0,9.0,0.0,3.0,74.0,663.0,168.0,312.0
2014-451,Doha,Hard,32,A,20131230,3,103997,,,Lukasz Kubot,R,190.0,POL,31.6249144422,104593,,,Daniel Gimeno Traver,R,185.0,ESP,28.3969883641,6-4 6-3,3,R32,79.0,0.0,2.0,62.0,39.0,27.0,11.0,10.0,0.0,2.0,2.0,0.0,59.0,39.0,24.0,9.0,9.0,7.0,11.0,72.0,686.0,77.0,650.0
2014-451,Doha,Hard,32,A,20131230,4,105208,7.0,,Ernests Gulbis,R,190.0,LAT,25.3333333333,105554,,Q,Daniel Evans,R,175.0,GBR,23.6057494867,6-2 4-6 6-0,3,R32,90.0,9.0,3.0,66.0,39.0,30.0,12.0,12.0,2.0,5.0,3.0,5.0,79.0,46.0,18.0,19.0,12.0,6.0,13.0,24.0,1393.0,150.0,346.0
2014-451,Doha,Hard,32,A,20131230,5,103333,,,Ivo Karlovic,R,208.0,CRO,34.8364134155,104607,4.0,,Tomas Berdych,R,196.0,CZE,28.2847364819,7-6(7) 7-6(4),3,R32,107.0,24.0,2.0,83.0,54.0,45.0,17.0,12.0,2.0,2.0,8.0,2.0,74.0,43.0,37.0,20.0,12.0,1.0,1.0,78.0,647.0,7.0,4180.0
2014-451,Doha,Hard,32,A,20131230,6,104460,,Q,Dustin Brown,R,196.0,GER,29.0595482546,104471,,,Ivan Dodig,R,183.0,CRO,28.9911019849,6-4 6-2,3,R32,56.0,5.0,3.0,47.0,30.0,25.0,10.0,9.0,1.0,2.0,6.0,3.0,58.0,32.0,19.0,10.0,9.0,3.0,7.0,111.0,506.0,33.0,1190.0
2014-451,Doha,Hard,32,A,20131230,7,105376,,Q,Peter Gojowczyk,R,185.0,GER,24.4599589322,106233,,Q,Dominic Thiem,R,185.0,AUT,20.3230663929,7-5 6-0,3,R32,65.0,3.0,0.0,53.0,31.0,22.0,17.0,9.0,1.0,1.0,2.0,6.0,55.0,30.0,18.0,9.0,9.0,4.0,8.0,162.0,321.0,139.0,410.0
2014-451,Doha,Hard,32,A,20131230,8,104259,6.0,,Philipp Kohlschreiber,R,178.0,GER,30.2067077344,104665,,,Pablo Andujar,R,180.0,ESP,27.9342915811,7-6(7) 6-2,3,R32,96.0,2.0,4.0,71.0,37.0,25.0,16.0,10.0,4.0,8.0,0.0,5.0,67.0,35.0,19.0,12.0,10.0,3.0,9.0,22.0,1525.0,48.0,946.0
2014-451,Doha,Hard,32,A,20131230,9,104269,8.0,,Fernando Verdasco,L,188.0,ESP,30.1245722108,103835,,,Filippo Volandri,R,183.0,ITA,32.3175906913,6-3 6-3,3,R32,67.0,3.0,3.0,57.0,42.0,33.0,6.0,9.0,5.0,6.0,0.0,1.0,55.0,38.0,20.0,8.0,9.0,3.0,7.0,30.0,1235.0,71.0,694.0
2014-451,Doha,Hard,32,A,20131230,10,103812,,,Victor Hanescu,R,198.0,ROU,32.4435318275,105311,,,Joao Sousa,R,185.0,POR,24.7529089665,6-3 6-2,3,R32,67.0,11.0,1.0,50.0,35.0,27.0,10.0,9.0,1.0,1.0,1.0,2.0,48.0,31.0,19.0,6.0,8.0,3.0,6.0,80.0,636.0,49.0,934.0
2014-451,Doha,Hard,32,A,20131230,11,104252,,,Florian Mayer,R,190.0,GER,30.2368240931,104308,,,Michal Przysiezny,R,185.0,POL,29.8699520876,6-2 3-6 7-6(5),3,R32,125.0,6.0,0.0,99.0,64.0,42.0,17.0,14.0,6.0,10.0,8.0,5.0,101.0,57.0,41.0,19.0,15.0,7.0,12.0,40.0,1065.0,66.0,730.0
2014-451,Doha,Hard,32,A,20131230,12,104918,3.0,,Andy Murray,R,190.0,GBR,26.6283367556,110476,,WC,Mousa Shanan Zayed,U,,QAT,19.8110882957,6-0 6-0,3,R32,37.0,3.0,3.0,32.0,20.0,20.0,4.0,6.0,0.0,0.0,0.0,2.0,34.0,16.0,4.0,5.0,6.0,3.0,9.0,4.0,5790.0,2129.0,1.0
2014-451,Doha,Hard,32,A,20131230,13,104755,5.0,,Richard Gasquet,R,185.0,FRA,27.5345653662,111444,,WC,Karim Hossam,R,,EGY,19.7289527721,7-5 6-1,3,R32,68.0,0.0,0.0,51.0,36.0,28.0,7.0,10.0,2.0,5.0,3.0,0.0,49.0,27.0,14.0,9.0,9.0,1.0,7.0,9.0,3300.0,338.0,127.0
2014-451,Doha,Hard,32,A,20131230,14,104792,,,Gael Monfils,R,193.0,FRA,27.3292265572,105053,,,Santiago Giraldo,R,188.0,COL,26.0917180014,7-6(1) 6-2,3,R32,78.0,9.0,3.0,55.0,37.0,32.0,12.0,10.0,0.0,0.0,2.0,0.0,68.0,42.0,27.0,13.0,10.0,7.0,9.0,31.0,1230.0,69.0,703.0
