tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2015-891,Chennai,Hard,28,A,20150105,6,104890,,,Andreas Haider Maurer,R,190.0,AUT,27.7919233402,104719,7.0,,Marcel Granollers,R,190.0,ESP,28.733744011,3-6 7-6(6) 2-0 RET,3,R32,134.0,3.0,4.0,91.0,43.0,32.0,22.0,12.0,6.0,9.0,5.0,2.0,74.0,38.0,29.0,19.0,11.0,4.0,6.0,79.0,621.0,55.0,790.0
2015-891,Chennai,Hard,28,A,20150105,7,104229,6.0,,Yen Hsun Lu,R,180.0,TPE,31.394934976,104500,,WC,Somdev Devvarman,R,180.0,IND,29.8918548939,6-3 6-4,3,R32,80.0,2.0,0.0,54.0,31.0,22.0,14.0,10.0,1.0,3.0,3.0,1.0,61.0,38.0,22.0,9.0,9.0,7.0,11.0,38.0,993.0,136.0,381.0
2015-891,Chennai,Hard,28,A,20150105,8,105807,,,Pablo Carreno Busta,R,188.0,ESP,23.485284052,105292,,,Alejandro Gonzalez,R,,COL,25.9082819986,6-1 6-3,3,R32,60.0,1.0,1.0,46.0,23.0,20.0,12.0,8.0,3.0,4.0,2.0,2.0,45.0,24.0,12.0,7.0,8.0,3.0,8.0,49.0,841.0,109.0,507.0
2015-891,Chennai,Hard,28,A,20150105,9,105376,,,Peter Gojowczyk,R,185.0,GER,25.4757015743,104268,,,Alejandro Falla,L,185.0,COL,31.1430527036,6-0 6-1,3,R32,43.0,2.0,0.0,42.0,21.0,18.0,13.0,7.0,3.0,3.0,0.0,0.0,36.0,20.0,9.0,5.0,6.0,1.0,6.0,102.0,539.0,113.0,496.0
2015-891,Chennai,Hard,28,A,20150105,10,104198,5.0,,Guillermo Garcia Lopez,R,188.0,ESP,31.5893223819,105539,,Q,Evgeny Donskoy,R,185.0,RUS,24.6598220397,6-7(3) 6-2 6-3,3,R32,115.0,4.0,1.0,75.0,41.0,31.0,24.0,14.0,3.0,5.0,6.0,6.0,94.0,51.0,31.0,20.0,15.0,5.0,11.0,36.0,1020.0,129.0,421.0
2015-891,Chennai,Hard,28,A,20150105,11,105147,,,Tatsuma Ito,R,180.0,JPN,26.6338124572,106368,,WC,Ramkumar Ramanathan,R,188.0,IND,20.1587953457,6-3 6-3,3,R32,81.0,2.0,1.0,52.0,38.0,33.0,6.0,9.0,2.0,2.0,9.0,4.0,77.0,40.0,30.0,13.0,9.0,8.0,11.0,87.0,576.0,285.0,172.0
2015-891,Chennai,Hard,28,A,20150105,12,105379,,Q,Aljaz Bedene,R,181.0,SLO,25.4674880219,105041,,,Lukas Lacko,R,185.0,SVK,27.1731690623,7-6(0) 6-3,3,R32,96.0,11.0,4.0,79.0,40.0,37.0,19.0,11.0,3.0,3.0,5.0,2.0,74.0,49.0,35.0,12.0,10.0,6.0,7.0,156.0,325.0,88.0,576.0
2015-891,Chennai,Hard,28,A,20150105,13,104527,1.0,,Stan Wawrinka,R,183.0,SUI,29.7741273101,106432,,,Borna Coric,R,188.0,CRO,18.1409993155,6-1 6-4,3,R16,71.0,4.0,1.0,48.0,26.0,24.0,12.0,9.0,0.0,0.0,2.0,0.0,54.0,28.0,18.0,11.0,8.0,5.0,8.0,4.0,5120.0,95.0,557.0
2015-891,Chennai,Hard,28,A,20150105,14,104180,8.0,,Gilles Muller,L,193.0,LUX,31.6605065024,111200,,WC,Elias Ymer,R,183.0,SWE,18.7378507871,6-4 6-3,3,R16,80.0,6.0,2.0,68.0,37.0,31.0,16.0,10.0,7.0,7.0,2.0,3.0,46.0,35.0,30.0,1.0,9.0,0.0,2.0,46.0,855.0,227.0,210.0
2015-891,Chennai,Hard,28,A,20150105,15,105676,4.0,,David Goffin,R,180.0,BEL,24.0793976728,105575,,,Ricardas Berankis,R,175.0,LTU,24.5420944559,6-0 4-6 7-6(1),3,R16,116.0,12.0,4.0,78.0,46.0,38.0,19.0,14.0,2.0,4.0,1.0,4.0,101.0,74.0,48.0,10.0,14.0,6.0,10.0,22.0,1599.0,83.0,605.0
2015-891,Chennai,Hard,28,A,20150105,16,104890,,,Andreas Haider Maurer,R,190.0,AUT,27.7919233402,106210,,,Jiri Vesely,L,198.0,CZE,21.4893908282,6-7(3) 6-4 6-4,3,R16,126.0,13.0,7.0,97.0,67.0,49.0,18.0,16.0,3.0,4.0,14.0,4.0,100.0,67.0,53.0,13.0,16.0,2.0,5.0,79.0,621.0,65.0,741.0
2015-891,Chennai,Hard,28,A,20150105,17,104229,6.0,,Yen Hsun Lu,R,180.0,TPE,31.394934976,105807,,,Pablo Carreno Busta,R,188.0,ESP,23.485284052,6-4 6-4,3,R16,74.0,7.0,2.0,58.0,39.0,30.0,10.0,10.0,4.0,5.0,7.0,2.0,67.0,48.0,32.0,6.0,10.0,4.0,7.0,38.0,993.0,49.0,841.0
2015-891,Chennai,Hard,28,A,20150105,18,105138,3.0,,Roberto Bautista Agut,R,183.0,ESP,26.726899384,105376,,,Peter Gojowczyk,R,185.0,GER,25.4757015743,6-3 6-2,3,R16,71.0,6.0,4.0,61.0,35.0,23.0,14.0,9.0,6.0,8.0,5.0,2.0,47.0,27.0,16.0,6.0,8.0,1.0,6.0,15.0,2110.0,102.0,539.0
2015-891,Chennai,Hard,28,A,20150105,19,104198,5.0,,Guillermo Garcia Lopez,R,188.0,ESP,31.5893223819,105147,,,Tatsuma Ito,R,180.0,JPN,26.6338124572,6-7(1) 6-2 6-0,3,R16,126.0,8.0,2.0,87.0,49.0,35.0,19.0,13.0,4.0,7.0,5.0,7.0,98.0,58.0,34.0,15.0,13.0,10.0,18.0,36.0,1020.0,87.0,576.0
2015-891,Chennai,Hard,28,A,20150105,20,105379,,Q,Aljaz Bedene,R,181.0,SLO,25.4674880219,103852,2.0,,Feliciano Lopez,L,188.0,ESP,33.2922655715,6-4 6-4,3,R16,86.0,7.0,1.0,57.0,38.0,33.0,10.0,10.0,1.0,1.0,6.0,2.0,75.0,42.0,28.0,17.0,10.0,8.0,10.0,156.0,325.0,14.0,2130.0
2015-891,Chennai,Hard,28,A,20150105,21,104527,1.0,,Stan Wawrinka,R,183.0,SUI,29.7741273101,104180,8.0,,Gilles Muller,L,193.0,LUX,31.6605065024,6-2 7-6(4),3,QF,86.0,4.0,0.0,61.0,39.0,31.0,17.0,10.0,3.0,4.0,1.0,4.0,71.0,38.0,26.0,16.0,10.0,3.0,6.0,4.0,5120.0,46.0,855.0
2015-891,Chennai,Hard,28,A,20150105,22,105676,4.0,,David Goffin,R,180.0,BEL,24.0793976728,104890,,,Andreas Haider Maurer,R,190.0,AUT,27.7919233402,7-5 6-2,3,QF,72.0,7.0,1.0,50.0,25.0,21.0,17.0,10.0,0.0,1.0,6.0,2.0,62.0,39.0,25.0,10.0,10.0,3.0,7.0,22.0,1599.0,79.0,621.0
2015-891,Chennai,Hard,28,A,20150105,23,105138,3.0,,Roberto Bautista Agut,R,183.0,ESP,26.726899384,104229,6.0,,Yen Hsun Lu,R,180.0,TPE,31.394934976,7-6(7) 6-4,3,QF,109.0,3.0,0.0,73.0,47.0,34.0,16.0,11.0,2.0,3.0,5.0,1.0,85.0,47.0,34.0,18.0,11.0,4.0,6.0,15.0,2110.0,38.0,993.0
2015-891,Chennai,Hard,28,A,20150105,24,105379,,Q,Aljaz Bedene,R,181.0,SLO,25.4674880219,104198,5.0,,Guillermo Garcia Lopez,R,188.0,ESP,31.5893223819,2-6 6-3 6-2,3,QF,116.0,11.0,1.0,99.0,64.0,44.0,16.0,13.0,8.0,11.0,3.0,4.0,73.0,37.0,24.0,18.0,12.0,3.0,7.0,156.0,325.0,36.0,1020.0
2015-891,Chennai,Hard,28,A,20150105,25,104527,1.0,,Stan Wawrinka,R,183.0,SUI,29.7741273101,105676,4.0,,David Goffin,R,180.0,BEL,24.0793976728,7-5 6-3,3,SF,91.0,6.0,1.0,72.0,37.0,26.0,22.0,11.0,7.0,8.0,3.0,2.0,69.0,38.0,29.0,12.0,10.0,7.0,10.0,4.0,5120.0,22.0,1599.0
2015-891,Chennai,Hard,28,A,20150105,26,105379,,Q,Aljaz Bedene,R,181.0,SLO,25.4674880219,105138,3.0,,Roberto Bautista Agut,R,183.0,ESP,26.726899384,3-6 6-3 7-6(8),3,SF,163.0,15.0,3.0,125.0,64.0,45.0,27.0,15.0,10.0,15.0,2.0,2.0,99.0,68.0,43.0,18.0,15.0,5.0,10.0,156.0,325.0,15.0,2110.0
2015-891,Chennai,Hard,28,A,20150105,27,104527,1.0,,Stan Wawrinka,R,183.0,SUI,29.7741273101,105379,,Q,Aljaz Bedene,R,181.0,SLO,25.4674880219,6-3 6-4,3,F,70.0,2.0,1.0,59.0,39.0,29.0,13.0,10.0,0.0,0.0,7.0,2.0,52.0,33.0,25.0,9.0,9.0,2.0,4.0,4.0,5120.0,156.0,325.0
2015-451,Doha,Hard,32,A,20150105,1,104925,1.0,,Novak Djokovic,R,188.0,SRB,27.6249144422,105583,,,Dusan Lajovic,R,180.0,SRB,24.5174537988,6-2 6-1,3,R32,59.0,3.0,2.0,50.0,35.0,24.0,8.0,8.0,3.0,4.0,0.0,2.0,43.0,27.0,13.0,5.0,7.0,1.0,6.0,1.0,11360.0,68.0,711.0
2015-451,Doha,Hard,32,A,20150105,2,104660,,,Sergiy Stakhovsky,R,193.0,UKR,28.9965776865,106325,,WC,Jabor Al Mutawa,U,,QAT,20.6269678303,6-1 6-1,3,R32,46.0,7.0,3.0,52.0,35.0,28.0,6.0,7.0,2.0,2.0,1.0,3.0,38.0,23.0,11.0,3.0,7.0,3.0,8.0,57.0,781.0,,
2015-451,Doha,Hard,32,A,20150105,3,105932,,Q,Nikoloz Basilashvili,R,185.0,GEO,22.8665297741,104022,,,Mikhail Youzhny,R,183.0,RUS,32.5311430527,7-5 6-2,3,R32,77.0,2.0,0.0,53.0,35.0,26.0,10.0,10.0,1.0,3.0,1.0,4.0,65.0,36.0,25.0,9.0,10.0,4.0,9.0,171.0,293.0,47.0,850.0
2015-451,Doha,Hard,32,A,20150105,4,103333,7.0,,Ivo Karlovic,R,208.0,CRO,35.8521560575,104586,,,Lukas Rosol,R,196.0,CZE,29.4510609172,7-6(4) 6-3,3,R32,92.0,27.0,0.0,77.0,47.0,38.0,19.0,11.0,8.0,8.0,7.0,3.0,75.0,48.0,36.0,13.0,10.0,5.0,6.0,27.0,1320.0,30.0,1210.0
2015-451,Doha,Hard,32,A,20150105,5,103970,4.0,,David Ferrer,R,175.0,ESP,32.7611225188,105217,,Q,Thiemo De Bakker,R,193.0,NED,26.2943189596,6-7(4) 6-4 6-3,3,R32,138.0,5.0,2.0,87.0,43.0,31.0,29.0,15.0,1.0,3.0,13.0,1.0,118.0,63.0,47.0,24.0,16.0,7.0,12.0,10.0,4045.0,141.0,375.0
2015-451,Doha,Hard,32,A,20150105,6,104269,,,Fernando Verdasco,L,188.0,ESP,31.1403148528,104559,,,Teymuraz Gabashvili,R,188.0,RUS,29.620807666,4-6 6-3 7-6(4),3,R32,144.0,8.0,5.0,123.0,99.0,70.0,11.0,16.0,8.0,9.0,12.0,4.0,101.0,69.0,58.0,13.0,15.0,9.0,10.0,33.0,1135.0,66.0,730.0
2015-451,Doha,Hard,32,A,20150105,7,104460,,,Dustin Brown,R,196.0,GER,30.0752908966,103893,,,Paolo Lorenzi,R,183.0,ITA,33.0568104038,7-6(3) 6-3,3,R32,81.0,6.0,2.0,68.0,44.0,31.0,14.0,11.0,1.0,3.0,0.0,3.0,65.0,44.0,26.0,9.0,10.0,2.0,5.0,98.0,549.0,63.0,759.0
2015-451,Doha,Hard,32,A,20150105,8,105526,,,Jan Lennard Struff,R,193.0,GER,24.6981519507,104259,5.0,,Philipp Kohlschreiber,R,178.0,GER,31.2224503765,7-6(3) 4-6 6-1,3,R32,116.0,7.0,0.0,95.0,59.0,52.0,15.0,15.0,5.0,6.0,7.0,1.0,90.0,65.0,45.0,14.0,14.0,4.0,6.0,58.0,781.0,24.0,1415.0
2015-451,Doha,Hard,32,A,20150105,9,104755,6.0,,Richard Gasquet,R,185.0,FRA,28.5503080082,104665,,,Pablo Andujar,R,180.0,ESP,28.9500342231,6-3 7-5,3,R32,93.0,8.0,4.0,64.0,43.0,33.0,10.0,11.0,4.0,5.0,1.0,1.0,68.0,51.0,34.0,7.0,10.0,4.0,7.0,26.0,1350.0,41.0,950.0
2015-451,Doha,Hard,32,A,20150105,10,104620,,,Simone Bolelli,R,183.0,ITA,29.2429842574,103794,,,Benjamin Becker,R,178.0,GER,33.5550992471,6-3 7-6(2),3,R32,90.0,10.0,1.0,61.0,43.0,34.0,14.0,11.0,1.0,2.0,7.0,0.0,80.0,51.0,31.0,17.0,10.0,5.0,7.0,52.0,810.0,40.0,973.0
2015-451,Doha,Hard,32,A,20150105,11,104882,,Q,Blaz Kavcic,R,188.0,SLO,27.8384668036,104338,,,Juan Monaco,R,185.0,ARG,30.7707049966,7-6(3) 6-4,3,R32,114.0,4.0,1.0,79.0,58.0,42.0,12.0,11.0,4.0,5.0,4.0,1.0,78.0,54.0,33.0,13.0,11.0,4.0,6.0,99.0,545.0,61.0,770.0
2015-451,Doha,Hard,32,A,20150105,12,104607,3.0,,Tomas Berdych,R,196.0,CZE,29.3004791239,104797,,,Denis Istomin,R,188.0,UZB,28.3285420945,6-1 6-4,3,R32,63.0,9.0,0.0,45.0,24.0,23.0,13.0,9.0,0.0,0.0,0.0,0.0,47.0,27.0,17.0,9.0,8.0,4.0,7.0,7.0,4600.0,48.0,850.0
2015-451,Doha,Hard,32,A,20150105,13,104312,,,Andreas Seppi,R,190.0,ITA,30.8720054757,104919,8.0,,Leonardo Mayer,R,188.0,ARG,27.6440793977,5-7 7-6(4) 7-6(4),3,R32,164.0,5.0,2.0,113.0,68.0,55.0,28.0,18.0,4.0,5.0,12.0,5.0,130.0,77.0,61.0,29.0,18.0,6.0,6.0,45.0,870.0,28.0,1299.0
